"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,8.88178419700125e-16,0,0,0,0,8.88178419700125e-16,0,3.5527136788005e-15,0,0.551936909357146,0,0,0
"26",5.17750757120344,6.1322728835291,7.51224034523178,9.9586429739568,1.84344261856552,2.79093516981753,4.77645459454914,2.69634922566209,26.0974415827194,4.74470913934888,16.703035065573,26.8064047192943,12.9386285203721,8.48200621558054
"27",12.684251730478,15.3995632099411,17.9055079482937,26.4164533815348,5.13888266737548,6.45189694363388,11.8941478461523,6.33901218964088,63.8080966858284,11.659884371649,40.4036357152306,63.5605778708538,31.0455254941401,20.6220892164192
"28",21.6309283023708,27.1669705240611,29.3350884757802,49.9080560951311,10.2621043218548,10.0747745544011,20.7466404353935,10.1682740891564,108.507721278166,19.9705203213389,69.3124185696122,103.309850443594,51.3727188153023,34.7879082404768
"29",31.1282331114286,40.7995943707143,39.9562675942857,80.9680759871429,17.5888917574286,12.7514572350714,30.7274930428571,13.4244201214286,155.572071328571,28.9016116128571,101.08806334,139.101553426429,70.9722363778571,49.3471225257143
"30",40.4193575568708,55.5778564970491,48.2813740347279,119.503443769675,27.3344733545458,13.8564741011777,41.2524209597047,15.5690331975784,200.911074960206,37.7537561424683,133.707801690799,165.509724708253,87.6070875960736,62.9109008742916
"31",49.2774753366067,70.4434674595075,54.2509087853171,162.910313513662,39.0718543137524,13.8949137985764,51.8257579194072,16.9488870843304,242.571348913521,46.1299648937418,166.423073098908,183.215229777881,101.884207965303,75.0644503451658
"32",57.6082557232178,84.253460016855,58.1624158985871,207.957145129747,52.2134840406186,13.6545048557047,61.9739922660133,18.1320532623101,279.13368208329,53.7088521220729,198.803868994349,194.425641024104,115.121514501166,85.6364875614927
